,Rank,Collection,Volume,24h %,7d %,Floor Price,Owners,Items,uuid
8,800,DSC | DIGITAL IDENTITY,"41,728",+260.93%,-33.70%,520,1.7K,10.0K,34c3866e-7259-4589-a55c-5115f0fab193
75,801,Sacred Skulls (Official),18.08,-11.65%,-44.26%,0.08,4.0K,8.9K,34cbf0d7-b92d-4c2e-ac17-7e2e60d8e76f
73,802,Worldwide Webb Items,18.08,-40.38%,-78.58%,2.7,218,315,38e0ac18-3bb0-4edf-8fb6-4bd2158b154b
74,803,Mad Rabbits Riot Club,17.97,-32.39%,+13.63%,0.1,2.5K,7.5K,8ce49884-b7c7-4e83-9f82-f4e02752ace8
69,804,Mutant Anatomy Science Ape Club,17.96,+43.95%,+80.50%,0.01,5.8K,16.0K,36d09763-251c-4757-a605-81ec58cde156
72,805,MetaSniper,17.88,-62.09%,-49.43%,1.69,345,345,fe3c4fd0-0f06-4ccc-b33f-d002de8026c0
70,806,Tejiverse,17.85,-46.87%,---,0.02,679,1.0K,2dd96f25-5edb-43cf-aadc-184c0ec7b5a9
71,807,Bored Cat Origins,17.8,-45.68%,---,0.17,193,364,0fb732a8-5ce4-4638-b7b2-572ee3842efb
53,808,HypnoDuckz Genesis,17.75,+869.83%,-60.95%,0.49,381,555,eb80029f-6158-43fa-ae8f-946542e5d132
68,809,Mfers Ahead,17.74,+227.51%,-40.37%,0.2,195,422,33b19df8-ba50-4105-a9d8-b36eebf658d5
66,810,AnonymiceBreeding,17.69,+119.95%,-31.23%,0.38,1.8K,3.6K,37e711b2-6539-4956-a125-edf5dc1610f4
67,811,The Space Warriors Club,17.58,+1.58%,+28.62%,0.11,4.0K,6.5K,b1232cb5-91ea-4e08-b107-3ef5a7281b37
54,812,SlimeFarm_NFT,"40,352.8",-79.19%,-30.92%,75,705,5.4K,9fb4e9de-821c-4a03-936e-736c7574871e
65,813,C86 Cyborg,17.54,-43.31%,-40.23%,0.08,4.0K,8.6K,ee7b663e-3126-4e76-a2b8-cf9226373950
63,814,Baby Doodle Apes Official,17.51,-37.77%,---,0.02,2.0K,3.3K,28f39ef4-f569-4c7f-85b4-c90805e4930d
64,815,Non-Fungible People by Daz 3D,17.42,+95.38%,-0.35%,0.1,3.3K,8.9K,2a4a0f98-0195-43cf-be93-d74290928e2f
55,816,Sad Bots Genesis,17.33,+23.67%,-89.88%,0.04,2.0K,3.1K,a65a2f76-8e00-4045-a3c0-105c636d1f81
62,817,Good Rebels,17.25,-54.55%,+57392.95%,0.12,174,3,60a1591f-5fcb-4b68-9d70-c94216ea9c9e
56,818,Influence Asteroids,17.23,-88.85%,-28.89%,0.03,2.3K,11.1K,c0430cc2-1cac-46e3-be43-07cd0e7c2a3f
61,819,freshdrops,17.18,-41.23%,-12.88%,0.89,485,1,2c86151c-6f9f-4154-8b08-3de746d84630
57,820,MetaaniGEN,17.09,-100.00%,+272.11%,0.34,777,1.4K,64edc618-f721-4692-a4ad-58e578f87265
60,821,Cool Monkes Boosters,17.07,-32.62%,-44.52%,0.03,365,10.0K,c78d6972-7454-45d0-b558-1bcf80d2e2e6
58,822,PolkaFantasy Game,17.02,+279.59%,+175.19%,0.01,777,8.1K,0b59bc09-e037-43ec-92f1-a824a3d30535
59,823,MutantBatz By Ozzy Osbourne,16.97,-22.65%,-78.10%,0.08,918,1.1K,94df4b4f-ea98-4b99-adb7-ee289281364b
44,824,HoopHeds,16.94,-100.00%,---,0.17,40,90,76f98ea5-f506-4429-9ce4-e774663fedbb
75,825,Gutter Species Mint Pass,16.93,-14.11%,---,2.12,97,160,a2b23464-8674-4788-8dd8-911013887495
51,826,entretiempos by Marcelo Soria-Rodríguez,16.9,+34.47%,-18.03%,0.36,461,1.0K,19fc8f77-8206-4233-9a67-87cecdc5e27e
49,827,Sneaky Bat Syndicate,16.76,+31.12%,-70.25%,0.14,1.4K,8.3K,74197670-284e-403a-98c5-1eecb3c759a7
50,828,Turf Objects,16.75,---,+570.00%,0.6,215,10,48d16af4-2caf-4598-8f24-f224c36f6216
45,829,OpenBlox Official,16.71,-75.18%,+123.57%,0.58,306,749,3ca14eaf-d23d-43f3-a5b0-c877cfb30725
48,830,Shark Boy Fight Club,16.7,+49.24%,-2.64%,0.05,3.1K,8.9K,9f3c76d6-4797-408d-857c-71565cd30816
46,831,TheLandDAO Official,16.69,-58.82%,-94.60%,0.05,3.8K,8.9K,b4f20b7d-ec80-471a-bd8f-41ca4d4b4a1d
47,832,Ape Kids Club (AKC),16.67,-0.95%,-13.47%,0.1,5.3K,10.0K,0d42ef22-68e3-453f-983f-076a1a0d17bc
0,833,Blitmap,16.66,-100.00%,-61.94%,6.48,607,1.7K,a52d6e05-a711-46a1-8008-cd2e4e397ce8
67,834,OctoHedz,16.58,---,+2268.86%,0.79,340,888,3d5fff80-4de5-44d6-bb61-51e174b61877
65,835,Wall St Bulls,16.58,+36.16%,-14.94%,0.15,3.7K,10.0K,f4e2218a-42a8-424e-ae79-6ab1deb2e555
42,836,Ash Chapter One: Carbon,16.55,---,-84.60%,5.1,725,853,be2723e8-3566-48a0-b9c8-fce1025081e3
37,837,Gener8tive K-Compositions,16.52,-88.60%,+45.55%,4,131,250,c336fda6-dc65-4d7f-824e-515f7b7592eb
64,838,DystoPunks,16.52,-100.00%,+156.08%,1.05,678,2.1K,ceb18e02-3eab-4695-a5c5-c4d48516e886
62,839,Mythia - Origins,16.48,-75.32%,---,0.25,338,546,bd9a2527-c456-493e-80be-48a490a308f5
63,840,NFTNerds,16.42,---,-11.48%,4.27,97,1,fb16f166-4c65-45e7-95da-3fcd9c3cae98
54,841,MetaLizards Official,16.41,-98.21%,-40.15%,0.04,1.4K,4.4K,c0ab2ca2-8354-4dd3-a1d2-bcd6b2d1dfa3
60,842,[Treasures Club] MASTERS,"37,721.7",-73.74%,+5.29%,155,1.4K,16.4K,bbcd0600-05a3-40c1-b03d-fe400023bb37
58,843,Diamond Crypto Dunks,16.37,+47.59%,+117.84%,0.13,1.7K,4.2K,68e0912d-8ddb-4579-97f2-d540fc80b51c
35,844,Alfa Pass,16.36,-12.00%,-23.11%,0.39,1.9K,2.5K,efbed410-4569-4b11-abd6-958ee20ef1cd
31,845,0xAzuki,16.36,+10.55%,-85.19%,0.02,4.1K,10.0K,1ba85e46-55b0-47ac-a134-16c42bf36aea
33,846,Walkin',16.27,---,+1314.52%,0.29,108,10,5a5b0d5f-913f-42fd-a406-cfde19c1c9b8
32,847,Planetary Property Association: Shuttle Passes,16.2,-35.57%,+22.16%,0.03,5.9K,3,8b915b0d-c28f-4864-be1f-3dfb1a907c62
1,848,BORED CLIFFS,16.19,-85.05%,+307.28%,0.75,548,1.0K,6a72a24d-f67e-4311-a4fd-a6307a784186
53,849,Citizens of Bulliever Island,16.17,+71.99%,+25.22%,0.15,2.3K,10.0K,f956fdf9-9fc5-4537-874b-37547db9a409
51,850,TJT Genesis,16.16,+871.29%,---,0.12,235,551,faf540e8-2863-4046-87e4-fbd0d5d2ffbe
52,851,GFARM2 NFT 5,16,---,+6.67%,15,26,84,32b7aaf3-c30f-4e10-82ef-735f5fbb0ab1
47,852,NessGraphics,16,---,+333.60%,4.49,113,473,338718ef-d5f6-4fa1-8a6c-a69f06b3688f
26,853,Immortal Monks,16,-13.47%,-4.33%,0.33,890,2.5K,fa110741-dddc-40e9-a787-a0a749de35bb
24,854,BABY MONGZ - OFFICIAL,"36,790.4",+143.48%,-74.16%,49,1.3K,6.5K,7532bff5-aaf8-4766-84ed-ba3dd0e56789
49,855,TheWhitelist.io - Aces,15.99,+27.78%,-66.20%,0.04,4.8K,10.0K,b51d5d01-7631-41c4-b7f9-4001d92a0b76
15,856,Kevin Phunks V2,15.95,-97.79%,---,< 0.01,216,555,e01b10e8-c71f-4544-bf90-4960975677b1
22,857,The MetaTribes Original,15.89,+172.84%,---,0.08,704,1.5K,1b39d062-f0df-492d-8719-088ca3ca8ca7
20,858,Yakuza Inc. Official,15.88,+11.32%,-64.59%,0.1,1.9K,3.2K,b93af4e3-cb41-4244-b3da-61b7569df160
21,859,Remarkable Women NFT,15.8,-60.47%,-59.47%,0.07,2.3K,6.0K,add3d8ee-26d1-4b86-a8d9-d7476b2b3fdd
16,860,The Infinite Machine Movie Collection,15.69,-40.53%,+117.11%,0.09,1.4K,4.2K,0e051e50-8eb1-4575-9c4d-ed5b983f9200
19,861,Fyat Lux (Dawn Collection),15.67,+28.92%,-1.89%,0.08,3.9K,8.1K,7c5d61b4-386a-4951-b192-d5fbc3cc6ea1
41,862,FULL SEND X Alien Frens Official,15.67,+390.80%,-55.02%,0.4,853,1.0K,e8fa4b61-8952-4aa1-a448-7d83f961fe91
42,863,Genesis Kakira,"35,908.97",+206.40%,+12368.39%,21,866,6.6K,186e6171-08fa-4a89-b377-0ed43b6ca9ca
1,864,iamjazmin Collection,15.6,-100.00%,+50.00%,---,2,9,d296f4db-0a8c-45b1-b5b7-f7530d988456
14,865,Pampered Pugs,15.52,+127.00%,+298.78%,0.12,270,340,7bfcb179-22de-4e77-b3f2-42fb216bd12d
12,866,Spanky & Friends,15.52,---,+81.95%,4.15,91,103,38a57434-46f0-4fba-82be-c48bbe7e4280
13,867,Pepe Universe Genesis,15.44,+56.39%,-92.69%,0.05,367,500,87bb14bb-f2af-4b52-a386-1b3d1fe995f4
32,868,dogedash,15.3,-81.59%,-48.04%,0.06,1.6K,4.1K,7bcbfa6c-79ab-4c57-94b3-3b7c34ab974c
11,869,Egg Heads Club,15.29,-60.75%,-51.42%,0.07,1.7K,3.5K,378cbac5-eef4-425a-8fea-c2b7e656fe45
33,870,The Subtle Art of Not Giving a Fuck x Mark Manson,15.28,-76.29%,-9.25%,0.06,796,1.1K,6525bd55-96b0-4568-9363-850d758f81c0
28,871,Galaktic Gang,15.27,-43.99%,-8.06%,0.2,2.6K,5.6K,367b9e16-64b0-45b1-88df-ae84ac29ea37
8,872,LeapN Founders Deed World,15.24,---,+18.98%,1,328,603,029f0e23-4cd1-43a8-891d-b3b566abfc70
6,873,minomi,15.19,-100.00%,---,1,28,33,3ca028ac-551f-4324-8346-f1a72cb2046f
30,874,HeavenComputer,15.09,+26.81%,+533.37%,0.11,2.9K,7.8K,7657e211-fbbe-4189-9857-33bb7ef9deb8
2,875,dotdotdots,15.07,+217.79%,+78.38%,0.13,2.7K,4.9K,34cabeff-5ae1-4f62-bc77-dd3b84dde884
27,876,GOATz,15.07,-58.85%,+0.99%,0.13,2.8K,7.2K,c8bdd045-1738-4c82-a61a-3ac786a84b7d
25,877,Moshi Mochi,15.06,+279.74%,-52.89%,0.07,3.8K,8.0K,927d6064-0a48-4f08-b58a-1cb697a3f4c4
26,878,Affe mit Waffe,15.06,-100.00%,-12.98%,4.4,84,129,1bca5cec-32a4-446f-acee-e907d1b31e0f
23,879,ArcadeNFT,14.9,+562.56%,-51.02%,0.07,3.2K,6.1K,b5f1c2f3-83e5-4839-89ce-bbc85e82694e
24,880,Icy Founders Club,14.82,-80.71%,-3.09%,0.5,1.3K,1.3K,a3111700-28c5-423f-b313-d946930abb03
3,881,Wilder World,14.8,-14.96%,-18.05%,0.4,2.3K,6.8K,a7b58e90-e2a1-46c2-9d9a-f9c82703f7b3
22,882,GANGSTER ALL STAR UNIVERSE,14.77,---,-38.88%,2.89,100,115,4e595cec-53e4-40c0-83bd-a9e6c8ba3490
20,883,Lofi Guy,14.76,-43.93%,-73.81%,0.88,76,10,bf2d5eef-d751-4641-8275-ccbc8a101d08
21,884,Illuvium,14.71,-36.59%,+29.78%,0.22,2.0K,21,328e39df-eaa4-48eb-9c02-727b5476f3b9
16,885,seals from Baikal,14.71,+121.61%,+343.74%,0.26,108,344,a1c1dfca-91cf-443b-9e9e-8dca831c149c
19,886,Sipherian Surge,14.7,-11.60%,-33.03%,0.23,3.8K,10.0K,a5399c27-760b-49e2-ac2e-fe7404edac76
17,887,Pixel Ground,"33,688.1",+18.15%,+14.51%,90,1.3K,9.2K,950cc630-1902-4790-b670-dcdc5edc6e0d
18,888,Super Yeti,14.63,-1.45%,-15.04%,0.09,4.3K,10.0K,4677308e-7888-4cb6-8a91-90624083bbf3
4,889,CyberBabies.io,14.62,-5.88%,-60.71%,0.83,480,500,f782f609-cbef-4284-814e-1adbb8b56c6b
15,890,Meka Ape Club (Official),14.61,-14.28%,-44.04%,0.14,2.7K,5.6K,33f015d5-ff0d-4396-afb1-716e191e81ed
13,891,DONKANZI 125,"33,566.33",+375.66%,+1012.36%,485,312,2.0K,a93bca05-ec41-4013-8e07-da18a95d1891
14,892,Lostboy NFT,14.58,+342.88%,+71.17%,0.09,3.6K,10.0K,4196fcb8-d7f1-4e08-8fe7-19d89d3a9073
5,893,The F8 Club - NFT,14.51,+359.07%,+8.44%,0.14,952,3.8K,639d0054-52af-41b1-96b9-015185695c06
12,894,Dystolab Crates,14.43,-10.01%,+638.89%,0.05,802,1,139640a9-aae8-4620-b4e5-2939bbae794e
10,895,Shields,14.35,-19.09%,+50.08%,0.14,1.6K,5.0K,45025737-e6ac-4021-9883-5838f5cc7d66
11,896,Seed Round Collection,14.34,-100.00%,-46.87%,3,92,2,16c223ed-1e2f-4a53-b990-9edb1bc77dd2
6,897,Flower Pass,14.34,+319.57%,---,0.07,147,1,dbf25d12-3892-4908-b483-22f1c7365363
9,898,GEMMA BY TRISTAN EATON,14.32,-92.12%,-11.38%,0.12,2.6K,5.0K,f7effd01-18ab-47bb-bf01-249db5a2781f
7,899,Avarik Saga Universe,14.29,+6.25%,+45.04%,0.08,2.5K,8.9K,697acc1b-878a-4de1-a4b0-11adc10cf2a9
8,900,Non-Fungible Fungi Collection,14.26,-19.56%,-27.90%,0.13,3.5K,9.6K,5fddcc6b-5831-4a44-8c69-e60862cb8769
75,901,CryptoQueenz by Boy George,14.17,-18.30%,---,0.06,389,852,c24b1c39-cc8e-4473-89e7-b463d60c5d4b
73,902,Holy Villains,14.09,+125.00%,-38.52%,0.19,612,3.3K,c30c4768-5397-4465-a909-d0160b51713b
74,903,Non Fungible Tools Founding Membership,14.07,-100.00%,---,2.5,85,100,11846e9a-fddb-4036-9419-b59787e05acf
69,904,Cupcats Official,14.05,-33.68%,-78.01%,0.27,1.8K,5.0K,b592171c-50f6-4bd1-86ec-f1dcfd86430a
72,905,Anatomy Science Ape Club,14.02,-5.41%,+64.56%,0.04,4.3K,8.0K,576fc125-ad5d-4647-b173-4a9cfa5b915e
70,906,Meme VIP,14.01,+158.73%,-56.78%,0.08,659,3.6K,32b1c70f-d99d-466c-95af-d6ac732c4a22
71,907,gm token,13.91,---,-55.51%,1.6,742,819,5d985b98-c701-43c2-93ae-558003164f14
53,908,2112.run Genesis Cryptorunners,13.91,-88.04%,+68.47%,0.03,1.3K,2.6K,e1c2b9f4-08dc-4f59-8b39-731f0574eece
68,909,Goennjamin Genesis,13.89,-100.00%,---,100,8,9,f0853475-025c-4686-89c9-f6637d7b323a
66,910,Wavelength by Kaleb Johnston,13.89,---,-26.59%,1.2,706,1.1K,b8b12d90-7cef-4e85-9c54-ab5a9dde0626
67,911,Bitmates,13.89,-9.17%,+264.42%,0.1,2.0K,10.0K,5ae47f44-1eea-470a-bd0f-03fe370bea3d
54,912,Sketchy Ape Book Club,13.89,-5.96%,-27.28%,0.06,2.2K,10.0K,2f21cc94-64e5-46c6-9567-63c8c37a2288
65,913,Dark Forest v0.6 - Valhalla,13.88,---,---,0.95,179,256,34f9495b-c998-4967-bd54-27ee7f313c03
63,914,VMeta Lifetime Membership,13.87,-73.90%,+70.56%,0.35,416,605,0baa88a9-7d9e-478b-84c4-a22ff4c6945d
64,915,Genesis TWD,13.87,+75.53%,-17.27%,0.04,432,777,99f7c5e7-6ee8-4699-95b2-3e8fc0c694de
55,916,BYOKey,13.87,---,-39.93%,2.64,222,1,df93ac84-7ca3-40d8-a350-838cbd8c4115
62,917,SUPERPLASTIC: Headtripz,13.79,-92.97%,-47.28%,0.07,3.3K,9.5K,5ee71ff7-c833-422d-95ea-c31de91004a2
56,918,Riot Racers Drivers,13.77,-31.25%,+45.82%,0.05,1.7K,11.1K,90a1bd81-a971-41fc-89c9-e0afad2f0437
61,919,CryptoBeasts,13.76,-79.98%,+714.73%,0.08,2.6K,9.5K,fe098f81-d72f-4fd4-924a-5e679ab4f3a6
57,920,Exclusible Alpha,13.73,+28.49%,-66.36%,0.38,1.2K,3.0K,e4c6b559-4cc0-4da7-8cfa-00ec2e17c363
60,921,ACK EDITIONS,13.71,---,+100.47%,1.95,99,12,74872819-1f41-4b15-9786-f11b1d4f33d2
58,922,Power Musix Seeds,13.65,+252.22%,-60.50%,0.32,319,502,0d8b59d9-85fa-4ec6-a4a5-f234cbe6ccdd
59,923,Lil Blobs WRLD - Official,13.65,-56.13%,---,0.04,415,841,2863516d-1eb1-4d87-9409-5217bd21715e
44,924,Bent by ippsketch,13.61,-100.00%,+173.27%,0.98,549,1.0K,99796add-1f27-47fd-b25d-965582279be7
75,925,Decentraland Wearables (Polygon),13.61,-15.53%,+102.98%,< 0.01,167.6K,676.7K,cf9757c7-4bf2-4f2c-a4b5-26a2d212c9f1
52,925,Decentraland Wearables (Polygon),13.61,-15.53%,+102.98%,< 0.01,167.6K,676.7K,37b07b13-c2fe-4d23-8614-1b7ebbf33749
51,926,EyeOfTheSyndicate,13.6,-100.00%,-41.31%,---,88,1,9b0e2c73-8315-4d3a-8bd5-c99355df4af4
74,926,EyeOfTheSyndicate,13.6,-100.00%,-41.31%,---,88,1,080504c9-e4e5-4b5a-9847-d135024c389f
49,927,Habbo Avatars,13.58,+15.28%,-37.85%,0.14,4.3K,11.6K,509b36f5-94d5-4219-9c01-901c769c6c49
72,927,Habbo Avatars,13.58,+15.28%,-37.85%,0.14,4.3K,11.6K,ea8ced19-f17f-4a95-a6c7-cde80bc30586
50,928,Identities by Sketcha,13.56,-63.53%,---,0.06,486,806,56ab35f4-2f83-4588-bf6b-7618ef875e76
73,928,Identities by Sketcha,13.56,-63.53%,---,0.06,486,806,9b35cc57-7fe1-4ff9-b06b-cc64ce00e08e
68,929,Nifty Island: Legendary Palms,13.54,+56.00%,-31.75%,2.39,568,6,06c5baa1-11c1-43ba-b0c4-b51e274e4dd7
45,929,Nifty Island: Legendary Palms,13.54,+56.00%,-31.75%,2.39,568,6,e6c4b45b-ad75-421f-9d79-5af2df49495b
48,930,JUNK YARD,13.5,-17.65%,+2354.45%,0.5,162,20,9808c93a-fdc9-4c98-8735-5e56131eb86b
71,930,JUNK YARD,13.5,-17.65%,+2354.45%,0.5,162,20,14ac2cf2-7aa4-46f8-9cff-225319fb8056
69,931,Punk X Official,13.45,-6.25%,-45.45%,0.16,344,3.1K,015de76c-e32a-4f8d-93a7-44bf7d29cdec
46,931,Punk X Official,13.45,-6.25%,-45.45%,0.16,344,3.1K,5fd5d026-f1d5-452f-9e4c-c0b63e2fad22
70,932,Signature Sneakers Generative,13.4,-89.07%,+75.96%,0.16,483,777,76e9edbf-0dcb-4ddd-817e-f715ea4694d0
47,932,Signature Sneakers Generative,13.4,-89.07%,+75.96%,0.16,483,777,0dfd9310-e25a-42d2-b9ea-337f4c988798
0,933,Kaiju Failed Experiments,13.31,+1.97%,-84.24%,1.2,288,1.8K,73088218-514a-494d-8ec2-baf2bdd7a881
0,933,Kaiju Failed Experiments,13.31,+1.97%,-84.24%,1.2,288,1.8K,db1f5225-be3e-4ad0-8764-a9290749278b
43,934,On The Roofs | Raskalov,13.29,-100.00%,+163.17%,0.6,57,91,16d4fa77-840c-4378-982f-e0ac096367ef
67,934,On The Roofs | Raskalov,13.29,-100.00%,+163.17%,0.6,57,91,bce00f5b-094d-4390-8b34-097a8062f74a
65,935,Shades Of You NFT,13.26,-78.30%,-95.15%,0.02,2.4K,7.0K,396aa816-6f01-485c-92e8-be62ce0fab98
41,935,Shades Of You NFT,13.26,-78.30%,-95.15%,0.02,2.4K,7.0K,a8ae5d03-f9d8-406c-abaf-dd8ccad86d64
66,936,GRAYCRAFT2,13.24,+126.58%,-25.14%,0.29,1.6K,5.2K,12af8ba3-ceb2-465f-b75c-c8c40305fa1a
42,936,GRAYCRAFT2,13.24,+126.58%,-25.14%,0.29,1.6K,5.2K,b8a2c401-26cd-44eb-ac59-73337afb41fa
61,937,NEKO Official,13.18,+74.51%,+1447.72%,0.03,2.5K,7.7K,24670b95-911f-4d54-9e8b-563af159de1d
37,937,NEKO Official,13.18,+74.51%,+1447.72%,0.03,2.5K,7.7K,7675929c-6e89-443c-878b-21f6ee7ea2b0
64,938,Nefturians,13.17,+50.00%,+103.58%,0.13,374,619,b9856271-d898-46ed-b1f8-79d61659aedb
40,938,Nefturians,13.17,+50.00%,+103.58%,0.13,374,619,1e301142-1296-4750-a63d-be16f38b9414
62,939,Meta Penguin Island,13.14,-21.07%,-85.69%,0.05,2.3K,3.6K,51b5795b-925c-4a63-922a-12112f455081
38,939,Meta Penguin Island,13.14,-21.07%,-85.69%,0.05,2.3K,3.6K,1cd2e765-d0ba-4bae-a71c-2369690854a0
39,940,FameLadySquad,13.08,-89.73%,+7.09%,0.16,3.9K,8.9K,75d3c603-7bce-4b78-a4ca-18ac174f8aee
63,940,FameLadySquad,13.08,-89.73%,+7.09%,0.16,3.9K,8.9K,464da2c6-a395-4eb1-a54a-06f3977dd841
54,941,DSC | ROCKET GEEKS,"29,995.1",+521.03%,+1553.53%,100,1.5K,8.0K,e1d40d03-ac05-4735-be9b-68befc66a0f8
30,941,DSC | ROCKET GEEKS,"29,995.1",+521.03%,+1553.53%,100,1.5K,8.0K,e8ee1573-863a-48ab-acad-678f3c0ee3d7
60,942,Paradise Trippies,13.01,+65.44%,-27.93%,0.07,1.9K,10.0K,e630f146-f9c6-4da1-94a2-086ea6675398
36,942,Paradise Trippies,13.01,+65.44%,-27.93%,0.07,1.9K,10.0K,522479a2-d087-4787-9850-6abb026bc8d2
34,943,DEGENERATE/REGENERATE,13.01,+21.73%,+87.59%,0.09,4.1K,7.4K,88a5792b-f8db-4304-b74e-34b8adb8284d
58,943,DEGENERATE/REGENERATE,13.01,+21.73%,+87.59%,0.09,4.1K,7.4K,68ad3984-8050-4f72-9675-263910e89918
59,944,Firestarter Metaverse Champion,13,---,+13.44%,3.4,203,227,e732670d-0489-4e23-ac1e-ad3abbe7d69c
35,944,Firestarter Metaverse Champion,13,---,+13.44%,3.4,203,227,1026c9cf-5cac-4f32-9107-ebc674030272
55,945,lil Brains WRLD,12.99,-27.46%,+927.55%,0.02,3.0K,7.8K,2376479e-442f-49bf-9146-bf84c5698fb5
31,945,lil Brains WRLD,12.99,-27.46%,+927.55%,0.02,3.0K,7.8K,f77c0ae7-dbb9-43d0-91cb-ada81cd3c782
57,946,Boxing Boyz Metaverse,12.95,-18.92%,+45.33%,0.08,2.4K,5.0K,b8c9aea4-7ef3-437c-9a58-94366fae622f
33,946,Boxing Boyz Metaverse,12.95,-18.92%,+45.33%,0.08,2.4K,5.0K,b6816e47-2651-42fd-acdd-985fba5f237b
56,947,Golden Grenade,12.92,-100.00%,---,3.3,271,500,55492db9-d694-46ca-b10f-c6932a49ea44
32,947,Golden Grenade,12.92,-100.00%,---,3.3,271,500,32e0f211-f387-4708-b3db-9d58492ec3f7
38,948,HPPRS Collection,12.89,-25.67%,-23.16%,0.1,2.9K,7.4K,b5f0176a-7ebe-4961-8d13-b4666e931916
1,948,HPPRS Collection,12.89,-25.67%,-23.16%,0.1,2.9K,7.4K,1a2496b3-0551-4d3b-a04c-fb47b1585774
53,949,Cyber Hornets Colony Club,12.88,-3.83%,+273.56%,0.07,2.0K,8.9K,956d97be-c5d7-4fd7-ba86-23750a932d85
29,949,Cyber Hornets Colony Club,12.88,-3.83%,+273.56%,0.07,2.0K,8.9K,4817c13b-b1cb-42ef-acb2-836c510e7138
27,950,ColizeumNFT,12.85,+68.30%,---,0.11,168,1.0K,2d528a34-742f-4e07-afd1-84d77af2a45c
51,950,ColizeumNFT,12.85,+68.30%,---,0.11,168,1.0K,aab8c3ba-ff92-497e-b65e-a3588f0a2a40
28,951,MetaZoo Games Tokens,12.78,+165.89%,+48.03%,0.39,1.1K,2.3K,2af0defe-843c-43b2-b5aa-97946ef08b1e
52,951,MetaZoo Games Tokens,12.78,+165.89%,+48.03%,0.39,1.1K,2.3K,71f3734b-610f-4159-abf0-b10d47aa338f
23,952,Mythical_Legends,12.78,+520.38%,+31.94%,0.02,44,121,92aac635-1a8d-4e4b-ad47-1d07231ea68c
47,952,Mythical_Legends,12.78,+520.38%,+31.94%,0.02,44,121,8a342bb4-9585-4114-b93f-00d7815f503c
26,953,Eyes of Fashion Official,12.78,-50.25%,-38.97%,0.05,3.3K,8.9K,0c07c74d-ac3d-4cd9-8324-c3788afd344d
50,953,Eyes of Fashion Official,12.78,-50.25%,-38.97%,0.05,3.3K,8.9K,03d7cafa-d01d-4e5f-ae52-5583f0756dd2
24,954,Grungibles,12.75,-100.00%,---,0.75,15,25,f0d86e4f-0a96-4322-9dd2-f3e9e1422cda
48,954,Grungibles,12.75,-100.00%,---,0.75,15,25,06588ded-c6a5-43d4-b714-b441925a42e9
49,955,Enigma Economy NFT,12.72,-10.19%,-41.31%,0.22,347,8.0K,7bd8e4ad-2172-4816-ac64-552177e26114
25,955,Enigma Economy NFT,12.72,-10.19%,-41.31%,0.22,347,8.0K,2ecf1364-faab-427f-bc41-85cdc99d6850
39,956,LIL' HIPPO,12.68,+660.99%,-14.28%,0.12,2.0K,5.4K,657fd6b3-aef5-4048-8bc1-16f57a632cd1
15,956,LIL' HIPPO,12.68,+660.99%,-14.28%,0.12,2.0K,5.4K,a1a6f077-f11c-45ed-aa7e-b76be8a0e89d
22,957,BrokenClub,12.66,-70.83%,---,0.01,602,2.5K,49a0009b-13e3-4d55-9c50-d91ea44b50e7
46,957,BrokenClub,12.66,-70.83%,---,0.01,602,2.5K,beb370b5-1af4-4849-9e05-5b097a4e9822
44,958,Power Musix Club,12.6,-100.00%,---,0.31,584,905,d1615a17-58dd-45ae-b425-2a3de302571b
20,958,Power Musix Club,12.6,-100.00%,---,0.31,584,905,c342a328-5dd0-4d14-a16b-bdfdc177982d
45,959,55Unity,12.6,+102.68%,-53.48%,0.04,700,3.0K,9246bbe4-e613-44f6-841c-b6a3f837c41c
21,959,55Unity,12.6,+102.68%,-53.48%,0.04,700,3.0K,62996b53-0c1a-46da-a681-16a600252c24
40,960,Nametag: Genesis,12.55,---,+103.27%,0.15,2.1K,5.0K,e547b477-6660-42d1-98ec-92947431d788
16,960,Nametag: Genesis,12.55,---,+103.27%,0.15,2.1K,5.0K,ee8fbb56-e76e-4955-99cb-fe1312528d65
19,961,TOMORROWMAN,12.55,+1071.03%,+2202.57%,0.7,69,4,7b799294-0906-47cb-94e7-6867f13d6e36
43,961,TOMORROWMAN,12.55,+1071.03%,+2202.57%,0.7,69,4,b64f8047-3940-4415-baf2-61002dc049b6
41,962,Exoplanets: The 4001 Project.,12.55,-65.54%,-70.47%,0.08,864,4.0K,6f5c8f8f-6fc4-4014-b814-a1b89f2afa0d
17,962,Exoplanets: The 4001 Project.,12.55,-65.54%,-70.47%,0.08,864,4.0K,7f07ae48-25cd-4d00-9de7-d1cad46aa091
42,963,Nonconformist Hell Ducks,12.46,+53.19%,-44.38%,0.03,1.5K,10.0K,30d5459a-097b-410c-9422-967bc853fd3a
18,963,Nonconformist Hell Ducks,12.46,+53.19%,-44.38%,0.03,1.5K,10.0K,58f6232b-a51d-470e-84dd-279b7be8548d
1,964,IMPERMANENCE.,12.44,-73.51%,---,0.1,133,4,0cb78a3e-1742-449f-9f98-ec862b86ad4d
2,964,IMPERMANENCE.,12.44,-73.51%,---,0.1,133,4,b4ac859b-8e3f-4f70-80fe-08712b68863a
